Sheet,Row_ID,Term,Order,Context_Used_A,NLD_A,NLD_B,Assigned_Category,Tier,Conditions,Parent_Term,Category,Relationship_Type,Is_Intermediate
Category_Correct,CAT-0108,microbial microstructure,,,,,Sedimentary Facies,GeoReservoir,"A,B",,,,
Category_Correct,CAT-0029,progradation,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0004,peloid,,,,,Sediment,GeoReservoir,A,,,,
Category_Correct,CAT-0131,lula field,,,,,site,BFO,C,,,,
Category_Correct,CAT-0145,trap,,,,,Geological Structure,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0187,rift section,,,,,Depositional System,GeoReservoir,"A,B",,,,
Category_Correct,CAT-0252,facies,,,,,Sedimentary Facies,GeoReservoir,"A,D",,,,
Category_Correct,CAT-0130,lula field,,,,,Depositional System,GeoReservoir,"A,B",,,,
Category_Correct,CAT-0276,ostracod,,,,,Geological Object,GeoCore,"B,C,D",,,,
Category_Correct,CAT-0044,flood basalt,,,,,Rock,GeoCore,"A,B,C",,,,
Category_Correct,CAT-0072,seismic facies,,,,,Facies,GeoReservoir,"A,B,C",,,,
Category_Correct,CAT-0098,facies association,,,,,Facies Association,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0046,hyper-alkaline lake,,,,,Depositional System,GeoReservoir,A,,,,
Category_Correct,CAT-0036,hydrothermal vent complex,,,,,Geological Object,GeoCore,A,,,,
Category_Correct,CAT-0005,peloid,,,,,Sedimentary Geological Object,GeoReservoir,"B,D",,,,
Category_Correct,CAT-0171,rift phase,,,,,Geological Process,GeoCore,"A,B",,,,
Category_Correct,CAT-0119,lacustrine carbonate,,,,,Sedimentary Rock,GeoReservoir,"A,B,D",,,,
Category_Correct,CAT-0042,pre-salt,,,,,Depositional System,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0103,basement high,,,,,Geological Object,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0057,mudstone,,,,,Sedimentary Rock,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0186,aquifer,,,,,Geological Object,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0281,sag phase,,,,,Geological Process,GeoCore,"A,B",,,,
Category_Correct,CAT-0287,pre-salt play,,,,,generically dependent continuant,BFO,"B,C",,,,
Category_Correct,CAT-0010,silicification,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0237,santos basin,,,,,Depositional System,GeoReservoir,"A,B",,,,
Category_Correct,CAT-0148,rift,,,,,Geological Process,GeoCore,"A,D",,,,
Category_Correct,CAT-0234,espírito santo basin,,,,,Depositional System,GeoReservoir,"A,B",,,,
Category_Correct,CAT-0219,albian,,,,,Geological Age,GeoCore,"A,B,C",,,,
Category_Correct,CAT-0274,reservoir facies,,,,,Sedimentary Facies,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0266,shrub,,,,,Sedimentary Geological Object,GeoReservoir,B,,,,
Category_Correct,CAT-0117,halite,,,,,Earth Material,GeoCore,"B,C",,,,
Category_Correct,CAT-0232,reflector termination,,,,,Geological Boundary,GeoCore,C,,,,
Category_Correct,CAT-0247,kwanza basin,,,,,Geological Object,GeoCore,D,,,,
Category_Correct,CAT-0180,anhydrite,,,,,Earth Material,GeoCore,"A,B,D",,,,
Category_Correct,CAT-0259,oceanic crust,,,,,Earth Material,GeoCore,"A,D",,,,
Category_Correct,CAT-0067,deformation,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0224,magmatic event,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0206,thermal subsidence,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0024,porosity,,,,,quality,BFO,"A,B,C,D",,,,
Category_Correct,CAT-0152,post-rift sequence,,,,,Depositional Unit,GeoReservoir,D,,,,
Category_Correct,CAT-0217,precambrian basement,,,,,Geological Object,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0210,lithology,,,,,Sedimentary Facies,GeoReservoir,"A,B,D",,,,
Category_Correct,CAT-0261,oceanic crust,,,,,Rock,GeoCore,C,,,,
Category_Correct,CAT-0102,precambrian,,,,,Geological Time Interval,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0015,evaporitic lake,,,,,Geological Object,GeoCore,D,,,,
Category_Correct,CAT-0107,reservoir quality,,,,,quality,BFO,"A,B,C,D",,,,
Category_Correct,CAT-0209,spherulite,,,,,Sedimentary Geological Object,GeoReservoir,D,,,,
Category_Correct,CAT-0078,carbonate factory,,,,,Depositional System,GeoReservoir,"A,B",,,,
Category_Correct,CAT-0039,hydrothermal vent complex,,,,,Geological Structure,GeoCore,D,,,,
Category_Correct,CAT-0070,salt deposit,,,,,Sedimentary Geological Object,GeoReservoir,C,,,,
Category_Correct,CAT-0264,petroleum system,,,,,Depositional System,GeoReservoir,B,,,,
Category_Correct,CAT-0011,laminite,,,,,Sedimentary Rock,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0189,tectonics,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0284,carbonate mound,,,,,Mound Unit,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0163,tectonic activity,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0244,barremian,,,,,Geological Time Interval,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0172,rift phase,,,,,Geological Time Interval,GeoCore,"C,D",,,,
Category_Correct,CAT-0271,depocenter,,,,,site,BFO,"A,B,C,D",,,,
Category_Correct,CAT-0249,deposition,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0009,lagoa feia group,,,,,Depositional System,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0065,half-graben,,,,,Geological Structure,GeoCore,"A,B",,,,
Category_Correct,CAT-0054,coquina,,,,,Sedimentary Rock,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0089,rift basin,,,,,Depositional System,GeoReservoir,A,,,,
Category_Correct,CAT-0066,half-graben,,,,,Geological Object,GeoCore,"C,D",,,,
Category_Correct,CAT-0016,organic matter,,,,,Earth Material,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0053,erosion,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0028,silica,,,,,Earth Material,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0113,alkaline lacustrine environment,,,,,Geological Process,GeoCore,B,,,,
Category_Correct,CAT-0031,onlap,,,,,Sedimentary Structure,GeoReservoir,"A,B",,,,
Category_Correct,CAT-0230,deep lake,,,,,site,BFO,"C,D",,,,
Category_Correct,CAT-0063,cyclothem,,,,,Sedimentary Structure,GeoReservoir,D,,,,
Category_Correct,CAT-0256,microbial macrostructure,,,,,Sedimentary Structure,GeoReservoir,"A,B,C",,,,
Category_Correct,CAT-0257,microbial macrostructure,,,,,Geological Structure,GeoCore,D,,,,
Category_Correct,CAT-0279,geological record,,,,,generically dependent continuant,BFO,"A,B,D",,,,
Category_Correct,CAT-0006,peloid,,,,,Geological Object,GeoCore,C,,,,
Category_Correct,CAT-0091,rift basin,,,,,Geological Object,GeoCore,"C,D",,,,
Category_Correct,CAT-0032,onlap,,,,,Geological Contact,GeoCore,"C,D",,,,
Category_Correct,CAT-0263,petroleum system,,,,,object aggregate,BFO,"A,C,D",,,,
Category_Correct,CAT-0040,south atlantic ocean,,,,,site,BFO,"A,B,C",,,,
Category_Correct,CAT-0216,carbonate platform,,,,,Depositional System,GeoReservoir,"B,C,D",,,,
Category_Correct,CAT-0248,deep water,,,,,site,BFO,"A,B,C,D",,,,
Category_Correct,CAT-0081,hydrothermal vent,,,,,Geological Structure,GeoCore,A,,,,
Category_Correct,CAT-0255,lake tanganyika,,,,,object,BFO,C,,,,
Category_Correct,CAT-0192,texture,,,,,quality,BFO,B,,,,
Category_Correct,CAT-0175,lacustrine setting,,,,,site,BFO,"B,D",,,,
Category_Correct,CAT-0197,gondwana,,,,,Geological Object,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0205,weathering,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0191,texture,,,,,Geological Structure,GeoCore,A,,,,
Category_Correct,CAT-0239,dissolution,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0275,ostracod,,,,,object,BFO,A,,,,
Category_Correct,CAT-0100,water depth,,,,,Dimension,GeoReservoir,"A,B",,,,
Category_Correct,CAT-0087,siliciclastic,,,,,quality,BFO,"A,C,D",,,,
Category_Correct,CAT-0112,alkaline lacustrine environment,,,,,site,BFO,"A,C,D",,,,
Category_Correct,CAT-0116,halite,,,,,Sedimentary Rock,GeoReservoir,"A,D",,,,
Category_Correct,CAT-0013,evaporitic lake,,,,,site,BFO,B,,,,
Category_Correct,CAT-0283,moldic porosity,,,,,quality,BFO,"A,B,C,D",,,,
Category_Correct,CAT-0025,evaporite,,,,,Sedimentary Rock,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0251,crystal shrub,,,,,Geological Structure,GeoCore,"B,C",,,,
Category_Correct,CAT-0194,fan delta,,,,,Depositional Unit,GeoReservoir,"A,D",,,,
Category_Correct,CAT-0020,dolomite,,,,,Earth Material,GeoCore,"A,D",,,,
Category_Correct,CAT-0037,hydrothermal vent complex,,,,,Depositional System,GeoReservoir,B,,,,
Category_Correct,CAT-0243,marl,,,,,Sediment,GeoReservoir,D,,,,
Category_Correct,CAT-0288,wave base,,,,,fiat surface,BFO,"A,B,C,D",,,,
Category_Correct,CAT-0182,gas,,,,,Earth Fluid,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0023,depositional setting,,,,,Geological Process,GeoCore,C,,,,
Category_Correct,CAT-0178,economic basement,,,,,Geological Object,GeoCore,"A,D",,,,
Category_Correct,CAT-0105,campos basin,,,,,Geological Object,GeoCore,"C,D",,,,
Category_Correct,CAT-0101,water depth,,,,,Thickness,GeoReservoir,"C,D",,,,
Category_Correct,CAT-0208,spherulite,,,,,Geological Object,GeoCore,"A,B,C",,,,
Category_Correct,CAT-0226,microbialite,,,,,Sedimentary Rock,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0177,basalt,,,,,Rock,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0150,rift,,,,,Geological Structure,GeoCore,C,,,,
Category_Correct,CAT-0179,economic basement,,,,,Geological Boundary,GeoCore,"B,C",,,,
Category_Correct,CAT-0061,cyclothem,,,,,Depositional System,GeoReservoir,"A,C",,,,
Category_Correct,CAT-0286,pre-salt play,,,,,NOT_CLASSIFIED,BFO,"A,D",,,,
Category_Correct,CAT-0139,depositional model,,,,,generically dependent continuant,BFO,"A,B,C,D",,,,
Category_Correct,CAT-0277,salt basin,,,,,Depositional System,GeoReservoir,"A,C,D",,,,
Category_Correct,CAT-0199,oil,,,,,Earth Fluid,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0201,ooid,,,,,Geological Object,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0221,carbonate,,,,,Sedimentary Rock,GeoReservoir,"A,B,D",,,,
Category_Correct,CAT-0095,erosional truncation,,,,,Geological Process,GeoCore,C,,,,
Category_Correct,CAT-0162,basin,,,,,site,BFO,"B,C",,,,
Category_Correct,CAT-0213,reservoir,,,,,Geological Object,GeoCore,C,,,,
Category_Correct,CAT-0200,source rock,,,,,Sedimentary Rock,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0155,magmatism,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0068,salt deposit,,,,,Depositional Unit,GeoReservoir,"A,D",,,,
Category_Correct,CAT-0086,platform,,,,,Depositional Unit,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0142,lake,,,,,Depositional System,GeoReservoir,A,,,,
Category_Correct,CAT-0048,hyper-alkaline lake,,,,,Earth Fluid,GeoCore,C,,,,
Category_Correct,CAT-0085,alkalinity,,,,,quality,BFO,"A,B,C,D",,,,
Category_Correct,CAT-0272,unconformity,,,,,Geological Boundary,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0229,deep lake,,,,,Depositional System,GeoReservoir,"A,B",,,,
Category_Correct,CAT-0071,carbonate reservoir,,,,,Sedimentary Geological Object,GeoReservoir,"A,B,C,D",,,,
Category_Correct,CAT-0134,seal,,,,,Sedimentary Geological Object,GeoReservoir,"A,B",,,,
Category_Correct,CAT-0254,lake tanganyika,,,,,site,BFO,"A,B,D",,,,
Category_Correct,CAT-0123,florianópolis high,,,,,Geological Structure,GeoCore,"A,C",,,,
Category_Correct,CAT-0198,syn-depositional faulting,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0241,salt deposition,,,,,Geological Process,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0014,evaporitic lake,,,,,Earth Fluid,GeoCore,C,,,,
Category_Correct,CAT-0215,carbonate platform,,,,,Depositional Unit,GeoReservoir,A,,,,
Category_Correct,CAT-0093,erosional truncation,,,,,Geological Boundary,GeoCore,"A,D",,,,
Category_Correct,CAT-0149,rift,,,,,Geological Object,GeoCore,B,,,,
Category_Correct,CAT-0075,ariri formation,,,,,Sedimentary Geological Object,GeoReservoir,D,,,,
Category_Correct,CAT-0094,erosional truncation,,,,,Geological Structure,GeoCore,B,,,,
Category_Correct,CAT-0140,fault,,,,,Geological Structure,GeoCore,"A,B,C,D",,,,
Category_Correct,CAT-0026,stromatolite,,,,,Sedimentary Geological Object,GeoReservoir,"A,D",,,,
Category_Correct,CAT-0267,shrub,,,,,object,BFO,C,,,,
Category_Correct,CAT-0168,shallow lake,,,,,Depositional System,GeoReservoir,A,,,,
Category_Correct,CAT-0193,texture,,,,,Facies,GeoReservoir,"C,D",,,,
Category_Correct,CAT-0126,macabu formation,,,,,Geological Object,GeoCore,B,,,,
Category_Correct,CAT-0236,espírito santo basin,,,,,site,BFO,D,,,,
Category_Correct,CAT-0222,carbonate,,,,,Earth Material,GeoCore,C,,,,
