Term,Category,Property,Property_IRI,Filler,Filler_Source,Confidence,Evidence,Validation_Status,Validation_Reason
rift phase,Geological Time Interval,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,graben,domain_term,1.0,creation of graben and half-graben structures,REJECTED,"Domain violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed domain ['Process', 'ProcessBoundary'] for 'has_participant'."
facies,Facies,has_quality,http://purl.obolibrary.org/obo/RO_0000086,composition,external,1.0,"defined by a distinctive set of observable lithological characteristics, including composition",REJECTED,Unknown object category 'unknown'.
facies,Facies,has_quality,http://purl.obolibrary.org/obo/RO_0000086,texture,external,1.0,"defined by a distinctive set of observable lithological characteristics, including... texture",REJECTED,Unknown object category 'unknown'.
facies,Facies,has_quality,http://purl.obolibrary.org/obo/RO_0000086,sedimentary structures,external,1.0,"defined by a distinctive set of observable lithological characteristics, including... sedimentary structures",REJECTED,Unknown object category 'unknown'.
shrub,Geological Object,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,"A shrub is a calcitic crystal aggregate that is characterized by a fan-like morphology composed of fibrous to coarse bladed, fascicular-optic calcite crystals",ACCEPTED,Valid.
shrub,Geological Object,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,reservoir facies,domain_term,1.0,a key component of Pre-Salt reservoir facies,ACCEPTED,Valid.
shrub,Geological Object,has_quality,http://purl.obolibrary.org/obo/RO_0000086,fan-like morphology,external,1.0,characterized by a fan-like morphology,REJECTED,Unknown object category 'unknown'.
calcite,Earth Material,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenesis,domain_term,0.8,occurs ... as a later diagenetic cement,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 86%.
calcite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pore,domain_term,1.0,fills various pore types,ACCEPTED,Valid.
calcite,Earth Material,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dissolution,domain_term,1.0,frequently subject to dissolution,ACCEPTED,Valid.
calcite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pre-salt succession,domain_term,0.8,a major rock-forming constituent within the Brazilian Pre-Salt successions,ACCEPTED,Valid.
sag phase,Geological Time Interval,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,rift phase,domain_term,1.0,follows the main rift phase,ACCEPTED,Valid.
sag phase,Geological Time Interval,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,subsidence,domain_term,1.0,"primarily characterized by broad, regional subsidence",REJECTED,"Domain violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed domain ['Process', 'ProcessBoundary'] for 'has_participant'."
sag phase,Geological Time Interval,generates,,lacustrine system,unknown,1.0,"this phase created a vast, restricted lacustrine system",REJECTED,Unknown property 'generates'
sag phase,Geological Time Interval,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,faulting,external,1.0,localized extensional faulting commonly persisted during this time,REJECTED,Unknown object category 'unknown'.
stromatolite,Fossil,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,carbonate precipitation,external,1.0,"formed by the sediment-trapping, sediment-binding, and carbonate precipitation activities of microorganisms",REJECTED,Unknown object category 'unknown'.
stromatolite,Fossil,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine environment,domain_term,1.0,they typically occur in lacustrine settings,ACCEPTED,Valid.
stromatolite,Fossil,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate,domain_term,0.8,composed of mud and agglutinated carbonate grains,ACCEPTED,Valid.
stromatolite,Fossil,has_quality,http://purl.obolibrary.org/obo/RO_0000086,porosity,domain_term,1.0,can possess moderate porosity,ACCEPTED,Valid.
albian,Geological Time Interval,occurrent_part_of,http://purl.obolibrary.org/obo/BFO_0000132,early cretaceous,domain_term,1.0,a geological age of the Early Cretaceous Epoch,ACCEPTED,Valid.
albian,Geological Time Interval,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,aptian,domain_term,1.0,it follows the Aptian Age,ACCEPTED,Valid.
albian,Geological Time Interval,precedes,http://purl.obolibrary.org/obo/BFO_0000063,cenomanian age,external,1.0,precedes the Cenomanian Age,REJECTED,Unknown object category 'unknown'.
carbonate rock,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate mineral,domain_term,1.0,composed of more than 50% carbonate minerals,ACCEPTED,Valid.
carbonate rock,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,principally calcite and dolomite,ACCEPTED,Valid.
carbonate rock,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,dolomite,domain_term,1.0,principally calcite and dolomite,ACCEPTED,Valid.
carbonate rock,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,heterogeneity,domain_term,1.0,exhibit significant heterogeneity,ACCEPTED,Valid.
rudstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,intraclast,domain_term,1.0,the coarse grains are typically intraclasts,ACCEPTED,Valid.
rudstone,Sedimentary Rock,has_part,http://purl.obolibrary.org/obo/BFO_0000051,spherulite,external,1.0,"the coarse grains are typically intraclasts, spherulites, or bioclastic fragments",REJECTED,Unknown object category 'unknown'.
rudstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,bioclast,domain_term,1.0,the coarse grains are typically ... bioclastic fragments,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 75%.
rudstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,pore system,domain_term,1.0,its heterogeneous pore system,ACCEPTED,Valid.
intraclast,Geological Object,derives_from,http://purl.obolibrary.org/obo/RO_0001000,carbonate sediment,domain_term,1.0,"composed of a reworked fragment of penecontemporaneous, semi-lithified carbonate sediment",ACCEPTED,Valid.
intraclast,Geological Object,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,erosion,domain_term,1.0,eroded from within the same depositional basin,ACCEPTED,Valid.
intraclast,Geological Object,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dolomitization,domain_term,1.0,diagenetically altered by dolomitization,ACCEPTED,Valid.
intraclast,Geological Object,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,silicification,domain_term,1.0,diagenetically altered by dolomitization or silicification,ACCEPTED,Valid.
anhydrite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,ariri formation,domain_term,1.0,found in the Brazilian Pre-Salt as layered deposits within the Ariri Formation,ACCEPTED,Valid.
anhydrite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pore,domain_term,1.0,as a diagenetic pore-filling cement,ACCEPTED,Valid.
anhydrite,Earth Material,has_quality,http://purl.obolibrary.org/obo/RO_0000086,acoustic impedance,domain_term,1.0,Characterized by its ... high acoustic impedance,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 86%.
anhydrite,Earth Material,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenesis,domain_term,0.8,as a diagenetic pore-filling cement,ACCEPTED,Valid.
laminite,Sedimentary Rock,derives_from,http://purl.obolibrary.org/obo/RO_0001000,stevensite,domain_term,1.0,"originates from the diagenetic replacement of primary laminated clay deposits, such as stevensite",ACCEPTED,Valid.
laminite,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,replacement of primary laminated clay deposits ... by calcite,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 78%.
laminite,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,dolomite,domain_term,1.0,replacement of primary laminated clay deposits ... by calcite or dolomite,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 73%.
laminite,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,lamination,domain_term,1.0,preserve the original lamination,ACCEPTED,Valid.
diagenetic process,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,sedimentary deposit,external,1.0,modifies sedimentary deposits,REJECTED,Unknown object category 'unknown'.
diagenetic process,Geological Process,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,initial deposition,external,1.0,after initial deposition,REJECTED,Unknown object category 'unknown'.
diagenetic process,Geological Process,precedes,http://purl.obolibrary.org/obo/BFO_0000063,metamorphism,external,1.0,before the onset of metamorphism,REJECTED,Unknown object category 'unknown'.
diagenetic process,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,fluid,domain_term,0.8,driven by changes in fluid chemistry,ACCEPTED,Valid.
camboriú formation,Formation,located_in,http://purl.obolibrary.org/obo/BFO_0000171,Santos Basin,domain_term,1.0,economic basement of the Santos Basin,ACCEPTED,Valid.
camboriú formation,Formation,has_part,http://purl.obolibrary.org/obo/BFO_0000051,basaltic dyke swarm,external,1.0,characterized by basaltic dyke swarms,REJECTED,Unknown object category 'unknown'.
rift,Geological Process,has_part,http://purl.obolibrary.org/obo/BFO_0000051,normal faulting,external,1.0,characterized by active normal faulting,REJECTED,Unknown object category 'unknown'.
rift,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,subsidence,domain_term,0.8,leading to differential subsidence,ACCEPTED,Valid.
rift,Geological Process,part_of,http://purl.obolibrary.org/obo/BFO_0000050,opening of the South Atlantic Ocean,external,0.8,associated with the opening of the South Atlantic Ocean,REJECTED,Unknown object category 'unknown'.
intra-alagoas unconformity,Geological Boundary,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,Barra Velha Formation,domain_term,1.0,intra-formational unconformity that separates the lower and upper successions of the Pre-Salt Barra Velha Formation,ACCEPTED,Valid.
intra-alagoas unconformity,Geological Boundary,located_in,http://purl.obolibrary.org/obo/BFO_0000171,Santos Basin,domain_term,1.0,in the Santos Basin,ACCEPTED,Valid.
intra-alagoas unconformity,Geological Boundary,has_age,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000015,117 Ma,external,1.0,Dated to approximately 117 Ma,REJECTED,Unknown object category 'unknown'.
cementation,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,authigenic mineral,external,1.0,involves the precipitation of authigenic minerals,REJECTED,Unknown object category 'unknown'.
cementation,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,pore,domain_term,1.0,into the void spaces of a sediment or rock,ACCEPTED,Valid.
cementation,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,calcite,domain_term,1.0,"commonly involves minerals such as calcite, dolomite, and quartz",ACCEPTED,Valid.
cementation,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,dolomite,domain_term,1.0,"commonly involves minerals such as calcite, dolomite, and quartz",ACCEPTED,Valid.
subsidence,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,basin floor,external,1.0,describes the progressive downward movement of a basin floor,REJECTED,Unknown object category 'unknown'.
subsidence,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,sedimentary basin,domain_term,0.8,downward movement of a basin floor,ACCEPTED,Valid.
hydrocarbon,Earth Fluid,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,organic compound,external,1.0,is a naturally occurring organic compound,REJECTED,Unknown object category 'unknown'.
hydrocarbon,Earth Fluid,derives_from,http://purl.obolibrary.org/obo/RO_0001000,organic matter,domain_term,1.0,Generated from the thermal maturation of organic matter,ACCEPTED,Valid.
hydrocarbon,Earth Fluid,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,thermal maturation of organic matter,external,1.0,Generated from the thermal maturation of organic matter,REJECTED,Unknown object category 'unknown'.
hydrocarbon,Earth Fluid,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine carbonate reservoir,domain_term,1.0,"accumulate in geological traps, such as the lacustrine carbonate reservoirs of the Brazilian Pre-Salt",ACCEPTED,Valid.
normal fault,Geological Structure,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,crustal extension,external,1.0,accommodates crustal extension,REJECTED,Unknown object category 'unknown'.
normal fault,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,hanging wall,domain_term,1.0,where the hanging wall block moves downward,ACCEPTED,Valid.
normal fault,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,footwall,domain_term,1.0,relative to the footwall block,ACCEPTED,Valid.
normal fault,Geological Structure,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,rift,domain_term,0.8,fundamental rift-related structures,REJECTED,"Domain violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'generated_by'."
halite,Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,sodium chloride,external,1.0,composed of sodium chloride (NaCl),REJECTED,Unknown object category 'unknown'.
halite,Rock,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,Ariri Formation,domain_term,1.0,it is a primary constituent of the Ariri Formation evaporite sequence,ACCEPTED,Valid.
halite,Rock,derives_into,http://purl.obolibrary.org/obo/RO_0001001,salt body,external,1.0,its plastic flow forms massive salt bodies,REJECTED,Unknown object category 'unknown'.
quartz,Earth Material,derives_from,http://purl.obolibrary.org/obo/RO_0001000,carbonate mineral,domain_term,1.0,replacing precursor carbonate minerals,ACCEPTED,Valid.
quartz,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenesis,domain_term,0.8,As a diagenetic product,ACCEPTED,Valid.
quartz,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,porosity,domain_term,1.0,filling porosity,REJECTED,"Range violation: 'quality' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
quartz,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,fracture,domain_term,1.0,"filling porosity, fractures",REJECTED,"Range violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
