Term,Parent_Term,Relationship_Type,Category,Is_Intermediate,NLD,FALLBACK,Category_IRI,Parent_IRI
continental crust,Crust,rdfs:subClassOf,Body of Rock,False,"Continental crust is a layer of the Earth's lithosphere that forms the continents and their adjacent shelves and is characterized by being generally thicker and less dense than oceanic crust. During the formation of passive margins, such as the one hosting the Brazilian Pre-Salt, this crust undergoes significant stretching and thinning, a process that creates the accommodation space for the deposition of rift basin sequences.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,
host rock,Body of Rock,rdfs:subClassOf,Body of Rock,False,"Host rock is a pre-existing rock body that is subsequently altered, fractured, or intruded by geological materials or fluids. In Pre-Salt carbonates, this is the original rock, such as a coquina or shrubstone, that undergoes diagenetic replacement like silicification or contains later features such as mineral-filled veins.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001
calcite shrub,Diagenetic Body,rdfs:subClassOf,Body of Rock,False,"A calcite shrub is an in situ carbonate precipitate that is characterized by a branching, fan-shaped, or dendritic morphology composed of fibrous to bladed calcite crystals. These structures, often composed of fascicular-optic calcite, form extensive crusts and layers in lacustrine environments and are a fundamental, though genetically debated, component of Brazilian Pre-Salt reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,
basement high,Structural Body of Rock,rdfs:subClassOf,Body of Rock,False,"A basement high is a structurally elevated block of crystalline or metamorphic basement rock that forms a positive paleotopographic feature within a sedimentary basin. In the Brazilian Pre-Salt, these features are typically fault-bounded horsts that exert a primary control on the architecture and thickness of overlying syn-rift and sag-phase sediments. They often serve as the foundation for the development of extensive lacustrine carbonate platforms where reservoir facies accumulate.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,
footwall,fault block,rdfs:subClassOf,Body of Rock,False,"Footwall is the block of rock that lies structurally below a non-vertical fault plane. In the extensional rift setting of the Brazilian Pre-Salt, the footwall of a normal fault undergoes relative uplift, forming structural highs that provide favorable paleotopography for the development of shallow-water lacustrine carbonate reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,
gondwana supercontinent,Supercontinent,rdf:type,Body of Rock,False,"Gondwana supercontinent is an ancient supercontinent that underwent fragmentation during the Late Jurassic to Early Cretaceous period. Its breakup, driven by lithospheric stretching and rifting, resulted in the separation of the South American and African continents. This tectonic event was fundamental to the formation of the South Atlantic Ocean and its marginal basins, including the Santos Basin, which hosts the Brazilian Pre-Salt reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,
aquifer,Body of Rock,rdfs:subClassOf,Body of Rock,False,"An aquifer is a subsurface body of permeable rock that is saturated with groundwater and hydraulically connected to a hydrocarbon reservoir. In petroleum systems, an active aquifer provides crucial pressure support that influences production dynamics, and within the Brazilian Pre-Salt, these can be regional systems hosted in fractured basement or underlying sedimentary formations.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001
fault zone,Structural Body of Rock,rdfs:subClassOf,Body of Rock,False,"A fault zone is a tabular volume of deformed rock that is structurally composed of a central, highly strained fault core where primary movement is localized, and a surrounding, less intensely deformed damage zone. In the context of the Brazilian Pre-Salt, these zones function as critical conduits for fluid migration, conditioning the development of dissolution porosity and fracture networks that enhance reservoir quality.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,
tupi high,basement high,rdf:type,Body of Rock,False,"Tupi High is a major basement-involved structural high within the Santos Basin's Outer High that is defined by an uplifted block of the Camboriú Formation controlled by SW-NE trending faults. This long-lived positive feature, active since the Lower Rift phase, influenced the deposition of the overlying syn-rift and sag sequences, causing them to thin and onlap onto its crest. The high hosts the giant Tupi (Lula) oil field, where the sag-phase lacustrine carbonates of the Barra Velha Formation form the main reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,
carbonate deposit,Sedimentary Deposit,rdfs:subClassOf,Body of Rock,False,"A carbonate deposit is a body of sedimentary rock that is formed by the net accumulation of carbonate minerals and sediments over a geological time interval. In the Brazilian Pre-Salt, these deposits typically formed in transitional lacustrine to shallow marine environments and constitute the primary stratigraphic sequences of carbonate platforms. The final thickness and geometry of the deposit are controlled by the interplay between carbonate production/deposition rates, subsidence, and post-depositional erosion or transformation.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,
basement rock,basement,rdfs:subClassOf,Body of Rock,False,"Basement rock is a complex of igneous and metamorphic rocks that constitutes the foundation upon which sedimentary basin sequences are deposited. In the context of the Brazilian Pre-Salt, this term encompasses both an older crystalline basement, composed of Precambrian granitoids and gneisses, and the overlying economic basement, which consists of Early Cretaceous volcanic rocks. This basement complex often forms structural highs that controlled the deposition of the overlying pre-salt carbonate reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,
Crust,Body of Rock,rdfs:subClassOf,Body of Rock,True,"Crust is the outermost solid shell of a rocky planet, dwarf planet, or natural satellite, which is chemically distinct from the underlying mantle.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001
Diagenetic Body,Body of Rock,rdfs:subClassOf,Body of Rock,True,A Diagenetic Body is a discrete body of rock whose characteristics have been formed or substantially modified by physical and chemical processes after initial deposition.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001
Sedimentary Deposit,Body of Rock,rdfs:subClassOf,Body of Rock,True,A Sedimentary Deposit is a body of rock formed by the accumulation and cementation of mineral or organic particles at or near the Earth's surface.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001
Structural Body of Rock,Body of Rock,rdfs:subClassOf,Body of Rock,True,A Structural Body of Rock is a body of rock defined by its geometry and position resulting from tectonic or deformational processes.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001
Supercontinent,Body of Rock,rdfs:subClassOf,Body of Rock,True,A Supercontinent is a large landmass comprising more than one continental core or craton.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001
Lithostratigraphic Unit,Formation,rdfs:subClassOf,Formation,True,A Lithostratigraphic Unit is a body of rock defined and recognized on the basis of its lithologic characteristics and its stratigraphic position.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000004
barra velha formation,Lithostratigraphic Unit,rdf:type,Formation,False,"The Barra Velha Formation is an Aptian-age stratigraphic unit of the Brazilian Pre-Salt that represents a shallow lacustrine carbonate system deposited during the late rift to sag phases of the Santos Basin. It is characterized by a complex association of in-situ microbial carbonates like shrubstones and spherulitestones, reworked intraclastic grainstones, and magnesium-rich clays, and is stratigraphically bounded below by the Pre-Alagoas Unconformity and above by the Ariri Formation evaporites.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003
ariri formation,Lithostratigraphic Unit,rdf:type,Formation,False,"The Ariri Formation is an Aptian-age evaporitic geological formation that is composed of a thick, stratified sequence of halite, anhydrite, and other salts overlying the Barra Velha Formation. This unit functions as the primary regional seal for the Pre-Salt petroleum system and is characterized by complex internal stratigraphy and salt structures, such as diapirs, resulting from the varied rheology of its salt layers.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003
