Term,RAG_Context_Used,Category,Reasoning,NLD
hydrothermal fluid,True,Earth Fluid,"It is a hot aqueous subsurface fluid volume, which fits the GeoCore category Earth Fluid.","Hydrothermal fluid is a hot aqueous fluid that circulates through the crust at elevated temperatures and pressures, redistributing heat and mass and altering preexisting rocks. In Brazilian pre-salt carbonates, it commonly migrates along faults and fractures, may mix with lake water, precipitates minerals such as macrocrystalline calcite, saddle dolomite, barite, celestine, fluorite, and quartz, and can promote dissolution, hydraulic brecciation, and hypogenic karst porosity."
compaction,True,Geological Process,It is a diagenetic burial-driven process that reduces rock or sediment volume and pore space.,"Compaction is a diagenetic process that reduces the volume and pore space of sediment or rock under burial stress by mechanically rearranging and deforming grains and laminae. In Brazilian Pre-Salt carbonates it is commonly weak and mainly mechanical, recognized by crinkled argillaceous laminae wrapped around nodules, tight grain packing, concave-convex to long grain contacts, slight grain deformation, and rarer sutured contacts, especially in laminated argillaceous limestones and grainier facies."
interparticle porosity,True,quality,It describes an inherent property of rock consisting of void space between adjacent grains.,"Interparticle porosity is a porosity type that consists of void spaces between adjacent grains or particles in carbonate rocks, especially in reworked lithologies where dissolution can enlarge the pore network. In Brazilian Pre-Salt carbonates, it is common in reworked facies such as calcirudites and calcarenites, commonly follows bedding to produce a stratified porosity distribution, and is associated with high permeability when preserved, although cementation and compaction may reduce it."
ooid,True,Geological Object,"An ooid is an individual coated grain with its own physical identity, fitting Geological Object.","Ooid is a coated grain that consists of a nucleus enclosed by a thin, commonly concentric cortex formed by repeated accretion, typically producing a sand-sized particle. In the Brazilian Pre-Salt lacustrine carbonates, ooids are commonly coarse-sand-sized and may occur as superficial or polycomposite forms, with many interpreted as originally composed of Mg-clays such as stevensite and later replaced by microcrystalline calcite or other diagenetic minerals."
cementation,True,Geological Process,It is explicitly defined as a diagenetic process that precipitates minerals and modifies the rock.,"Cementation is a diagenetic process that precipitates minerals within pores and between grains, binding the carbonate framework and modifying reservoir properties. In the Brazilian pre-salt, common cements include calcite, dolomite, quartz, chalcedony, silica, and barite, typically filling intergranular or growth-framework pores and reducing porosity. In some cases, however, rim-like siliceous cementation can increase resistance to compaction and help preserve pore space."
shrubstone,True,Sedimentary Facies,The definition directly identifies it as an in-situ lacustrine carbonate facies with characteristic shrub frameworks.,"Shrubstone is an in-situ lacustrine carbonate facies that consists predominantly of shrub frameworks, typically more than 90% fan-shaped, dendriform, or arborescent aggregates of fibrous-radial calcite crystals. In the Brazilian Pre-Salt, these shrubs commonly coalesce into crustal or domal layers and may include subordinate spherulites or mud, while preserving inter-aggregate and vugular porosity, microfractures, and local silicification."
pelotas basin,True,Basin,It is described as a sedimentary basin forming a regional depression where sediments accumulated.,"Pelotas Basin is a passive-margin sedimentary basin that lies along the southern Brazilian Atlantic margin, immediately south of the Santos Basin and separated from it by the Florianópolis High. In the context of the Brazilian pre-salt, it is chiefly used as a regional neighboring basin that helps define the southern geologic limit of the Santos Basin. It formed as part of the marginal depressions generated during the breakup of Gondwana and the opening of the South Atlantic."
secondary porosity,True,Geological Structure,"It describes a pore system created by dissolution and fracturing, i.e., an internal arrangement within the rock.","Secondary porosity is a reservoir pore system that forms after deposition and lithification through diagenetic alteration of the rock, especially by dissolution of Mg-clays, carbonate grains, and cements, and by fracturing. In Brazilian pre-salt carbonates, it commonly includes matrix dissolution, intraparticle, moldic, vugular, intercrystalline, intracrystalline, enlarged fenestral, and fracture porosity, and it may constitute the dominant share of total porosity in productive intervals."
pre-salt reservoir,True,Body of Rock,It is a recognizable subsurface reservoir rock body hosted in specific pre-salt carbonate intervals beneath the seal.,"Pre-salt reservoir is a hydrocarbon reservoir that is hosted in Aptian syn-rift to sag lacustrine carbonate rocks beneath the regional evaporite seal of the Ariri Formation in the Brazilian pre-salt province. It is typically composed of heterogeneous carbonate facies such as coquinas, microbialites, and associated bioclastic, intraclastic, and laminated carbonates of intervals like the Itapema and Barra Velha formations, with reservoir architecture and quality strongly controlled by tectonics and diagenesis."
travertine,True,Sedimentary Rock,"The NLD defines it as a carbonate spring deposit formed by rapid carbonate precipitation, which is a type of sedimentary rock.","Travertine is a carbonate spring deposit that precipitates mainly abiotically from hydrothermal waters discharged along fractures, where CO2 degassing raises pH and triggers rapid carbonate precipitation. In the Brazilian Pre-Salt context, it commonly forms fissure ridges, mounds, plateaus, pools, and microterraces, and is characterized by crystalline shrub and crust fabrics whose morphology depends on fluid-flow velocity, ion concentration, and local topography."
macabu formation,True,Formation,The NLD explicitly identifies it as a late Aptian pre-salt lithostratigraphic unit of formation rank.,"Macabu Formation is a late Aptian pre-salt lithostratigraphic unit in the Campos Basin that comprises mainly lacustrine carbonate and mixed siliciclastic deposits formed predominantly as chemical precipitates in alkaline, brackish lakes under arid conditions. Its typical facies include laminated carbonates and argillaceous beds, calcite shrubs, spherulites, fascicular calcite, stevensitic arenites, and locally reworked intraclastic or bioclastic rudstone-grainstone intervals, making it an important continental carbonate reservoir interval."
