Term,NLD,Context_Used
peloid,"Peloid is a carbonate grain that is typically silt- to fine-sand-sized, irregular, and internally massive or structureless, commonly representing a micritized very fine to fine intraclast in pre-salt lacustrine carbonates. In the Brazilian Pre-Salt, peloids are major constituents of peloidal grainstones, packstones, and siltites, and commonly occur with Mg-clay matrices in spherulstones and shrubstones, where they may be engulfed or replaced by calcite aggregates.",True
half-graben,"Half-graben is an extensional fault-bounded structural depression that develops by subsidence of a crustal block along a dominant normal fault, creating an asymmetric, commonly wedge-shaped basin. In the Brazilian Pre-Salt, half-grabens are syn-rift compartments commonly bounded by planar or listric faults and associated with adjacent horsts, where they control accommodation space, stratigraphic thickening, and the geometry of rift deposits seen in seismic data.",True
structural low,"Structural low is a structural domain that lies at a relatively lower elevation than adjacent structural highs because of fault-controlled basin architecture and differential subsidence. In Brazilian Pre-Salt settings, structural lows are mapped on basement or stratigraphic horizons as fault-bounded depressions that create accommodation and commonly favor the accumulation of fine-grained carbonate muds, Mg-rich clays, and laminite deposits.",True
intraclastic grainstone,"Intraclastic grainstone is a grain-supported lacustrine carbonate rock that is composed predominantly of sand-sized reworked carbonate intraclasts, mainly fragments of spherulites, shrubs, laminites, or fascicular calcite crusts, with little mud matrix. In the Brazilian Pre-Salt, these intraclasts are typically angular to rounded and moderately sorted, commonly less than 2 mm in size, and the facies may show grading or cross-stratification with local silicification, dolomitization, or quartz cementation.",True
onlap,"Onlap is a seismic-stratigraphic termination pattern that occurs where younger strata terminate progressively upslope against an inclined or older surface. In the Brazilian Pre-Salt, onlap is used to interpret lake-margin migration and relative lake-level change, and it commonly marks the draping or infill of basement highs, build-ups, fault-related slopes, and other relief created during rift and sag phases.",True
accommodation space,"Accommodation space is a depositional space that is available for sediment accumulation due to the combined effects of subsidence, tectonic deformation, and relative lake-level or base-level change. In the Brazilian Pre-Salt, it varies from structural highs to basin lows and is generated at regional and local scales by thermal subsidence and fault activity, thereby controlling the preservation and stacking of syn-rift and carbonate sequences.",True
source rock,"Source rock is a sedimentary rock that contains sufficient organic matter to generate hydrocarbons during burial and thermal maturation. In the Brazilian pre-salt, this term refers chiefly to the Barremian–Aptian lacustrine organic-rich shales of the Itapema Formation, deposited in fresh-to-brackish settings and commonly characterized by TOC of about 2–6% and type I kerogen, which charge the Itapema and Barra Velha carbonate reservoirs.",True
intraparticle porosity,"Intraparticle porosity is a secondary pore type that occurs within individual carbonate grains, bioclasts, or coated particles through partial to selective dissolution of their internal components. In Brazilian Pre-Salt carbonates, it commonly develops inside shells, ooids, and oncoids, may preserve features such as microbial coats after the nucleus dissolves, and is typically observed in thin section or micro-CT because it can be below conventional CT resolution.",True
sandstone,"Sandstone is a siliciclastic sedimentary rock that is composed predominantly of sand-sized grains and, in presalt successions, commonly ranges from coarse to fine grained with current laminations. In the presalt rift-to-sag setting it is typically interpreted as a fluvial to alluvial-fan deposit in more landward basin areas, and where mixed with mollusk shells it can record episodic coarse siliciclastic input into lacustrine margin or fan-delta environments.",True
facies,"Facies is a sedimentological classification unit that is defined by a distinctive set of rock characteristics reflecting a particular depositional process or environment. In the Brazilian Pre-Salt, facies are identified from core and thin-section observations such as texture, structure, allochemical and taxonomic composition, and taphonomic features, and they are commonly grouped into facies associations to support paleoenvironmental and reservoir interpretation.",True
vug,"Vug is a secondary pore that is non-fabric-selective and generated or enlarged by dissolution in carbonate rock. In Brazilian Pre-Salt carbonates, vugs are typically mostly open cavity-like voids, commonly centimeter scale and isolated at core scale, but they may touch or connect along natural fractures or, less commonly, bedding planes, especially in silicified and fractured intervals.",True
depositional environment,"Depositional environment is a sedimentary setting that is defined by the physical, chemical, and biological conditions under which sediments and carbonate facies are deposited. In the Brazilian Pre-Salt, it spans a mosaic from subaerial hydrothermal spring, travertine, and tufa systems to shallow and deep lacustrine settings, and locally to transitional continental to shallow marine conditions, strongly influencing facies distribution and reservoir architecture.",True
salt layer,"Salt layer is an evaporite stratigraphic unit that overlies the Brazilian Pre-Salt carbonate succession and provides an efficient regional seal to the underlying reservoirs. In the Santos Basin, it corresponds chiefly to the Aptian Ariri Formation and may range from hundreds of meters to more than 1 km thick, locally reaching about 2000-2500 m where restricted marine circulation and hot, arid conditions favored massive salt deposition.",True
organic matter,"Organic matter is a sedimentary organic component that consists of preserved biological material and microbial extracellular polymeric substances incorporated into pre-salt lacustrine carbonates. In the Brazilian Pre-Salt, it commonly occurs as remnants in laminites and dark bands associated with microcrystalline calcite, dolomite, and microbial fabrics, and it may both concentrate trace elements in biofilms and later generate CO2 and organic acids during maturation.",True
